# random QPEC data from matlab

param n := 50   ;
param m := 60   ;
param p := 50   ;

param	 	A
	:                 1                     2                     3  :=
	4      0.7763031157163434    0.01495441536454882     0.7879465196060474
	5       0.258257343024246     0.5618253609381834     0.7747398676855538
	6      0.5649270847974411     0.4989866191884808     0.8274515354744543
	7      0.5411869711588356    0.02842540722488209      0.875508934858572
	8      0.9387812803503549     0.9018257504345721    0.02436338778575742
	9      0.6821855655824602     0.6236051441564013     0.7483999537836674
	10      31.58582402994498     0.1834107346891596     0.6651319689598182
	11    0.02532088378724189      30.01296023434103     0.5030391295500685
	12    0.04595349056319567    0.05631592299248661      30.41039395541007
	13     0.2577919380047402     0.3398633034144034     0.9737946803669768
	14     0.8836727729255817     0.9126839382670476     0.1496349288364612
	15     0.4201371775504471     0.1451717498475555     0.9511568104787208
	16     0.2646708424991294     0.6175658635268675     0.6813822325527932
	17     0.9015320072002211     0.5282388518899884       0.92068290411942
	18     0.1257314689184595     0.3699901269015596     0.5473144192063674
	19      0.381003264057188     0.9106385368324763     0.5172977607363273
	20    0.01293505578254329     0.8734591944470754     0.2692388482739215
	21     0.6058074195876368     0.5343992701650228     0.8176595821161718
	22     0.7627881771770986     0.5314382497391873     0.1747046183932538
	23     0.5414436634172881     0.5954086685240817     0.2694518531500378
	24     0.5369791151504036     0.7009725664017877     0.9944067132735509
	25     0.3307281508702628     0.1664072335677124     0.6290959211347119
	26    0.02198177539441182     0.6194125599639816    0.02099301938204322
	27     0.6184785067070819     0.9000628484392217   0.002546129500806907
	28     0.5029861606085209     0.4034623725988124     0.0739898949627046
	29     0.7761017818556113    0.03137079433530269      0.323366479126268
	30     0.0789463032325026     0.6442868920283821     0.3851006746854191
	31     0.3733313890471776     0.6525309161499059     0.6761023190314384
	32      0.929007710201472      0.567461364830646     0.3734911502685042
	33     0.6695969890866638     0.4291825394159881    0.08932154851992773
	34    0.07260164880836809     0.5855657654038735     0.8473568708149477
	35     0.6893058228575828      0.614565966504649     0.4891442885085125
	36     0.2325645036184978     0.6917456896615912     0.4570311321638988
	37     0.1602705593993154     0.8373929863034961     0.8674883432573931
	38   6.212929243704841e-05     0.6288761508425219     0.4946851909044184
	39     0.8226041436144331     0.6392171073427021     0.5454803021049659
	40     0.4824020220229578    0.04067999682147257     0.2814046778609182
	41     0.6637709646062213     0.4582165068200263      0.443832271455975
	42     0.8105353731759292     0.9799258342968641      0.463120731411233
	43       0.17932195098892     0.2202907412740013     0.1534715345793814
	44     0.6857818013620924     0.4841176642513088     0.7370275134501806
	45     0.5285706108729782     0.9260290244722976     0.5391724825069646
	46     0.8918625557775269     0.6122328245830733     0.8453209681645323
	47     0.6649429208045959    0.05873983878946768      0.205728205165223
	48     0.4304842952173804     0.1686144154725555     0.9275311896227861
	49     0.4091365597984126     0.2611453111926689     0.9674996138232248
	50     0.4957608671036687     0.2124010749200027     0.6400773123152669
	51      0.963903486321299     0.6857984579018824    0.06696773922864227
	52     0.1954163800844113      0.656312222349684     0.5849535858984657
	53     0.6013022976442089     0.8565043341880859     0.3574396126438531
	54      0.045490185004972   0.005021135998854935     0.3070495590137131
	55     0.3260142961147328     0.8268617621195598     0.0214935832890056
	56     0.8981151510339299     0.4142073426581019     0.4453899782471664
	57     0.7239237409021015     0.2242741134722119     0.2151713531818501
	58     0.4195193873236249     0.8010940165422941     0.5618465617532195
	59     0.2070637811975788     0.1050068043387431     0.9489248897735861
	60     0.5520441854491734     0.8786415346824982     0.8131401743448646

	:                13                    14                    15  :=
	1      0.3937757883905769     0.9977062450020572     0.3498643444445549
	2      0.4726963847137359     0.8579750723877925     0.5637974331533803
	3      0.6282224264013164     0.9389469658203031     0.8157123057193809
	4      0.8825375866106616     0.9887711022841931     0.6477753438444024
	5     0.02720063826564429     0.6592123480959765     0.8239473548157544
	6      0.4056692113638528     0.4652207044623431     0.7133649829244179
	7      0.5641260322335693     0.5078296794243823     0.1466003228567112
	8     0.07337095981583007     0.7543214946603033     0.9234403717471629
	9      0.8087350127578646      0.866573700996262     0.1776975698462264
	10     0.9901491523755839     0.1523207469934635     0.8614322258083894
	11     0.8532740155573205     0.4871482336810202     0.4677705151566999
	12     0.1557258773158219    0.01129896346525049     0.7434830744398966
	13      30.87241934184137      0.884709873985952     0.3398838738522075
	14     0.2445515151154335      31.38212869972375     0.9205769972943221
	15     0.9925836479807848      0.737090553426585      31.15132805775427
	16     0.7132939619450346     0.8005186824672277   0.006489894271598887
	17     0.1825340172153108      0.254643122634354     0.2247723713497657
	18     0.2655607806351694     0.2489286542029037     0.7076793134391773
	19    0.05862689474043308     0.2755075562904716     0.7118352476786216
	20     0.8648658488229256     0.7791518719729916     0.7211500048341563
	21     0.1417123754697786     0.8544559924224929    0.01893873083103893
	22     0.9454874312392728     0.2411687082764695     0.7029987849005812
	23      0.291067510192572     0.9882311034426053     0.2338214160772588
	24     0.5277769837461015      0.443558181121816      0.509124630281742
	25     0.7943181112301075     0.7753067140203296     0.1122087242117665
	26     0.5838467244931506     0.3427157950778781     0.5895895308949741
	27     0.4665521474951876      0.419915620248577     0.5588100081588083
	28     0.5285959407757909    0.07377130009035843     0.6806672875214561
	29     0.5020127814614139     0.7475591383794765     0.3437819933600583
	30     0.9580026485748115     0.4447699671767824    0.09273939697647569
	31     0.2854266455593142     0.5565691653364584     0.2226793452257539
	32     0.8937657681966369     0.1151236149297119     0.2602124169570382
	33     0.7071429350160163     0.1929928103911633     0.2937999479226354
	34     0.1949761574100106     0.2765648986527264     0.9737279740248469
	35     0.4440680068304052     0.9533153629510371     0.3790194443006834
	36     0.2786786457995129     0.2875876046571578      0.856611843597878
	37     0.5252727430008982     0.8726733112846218       0.63334996942732
	38     0.7599094501648712     0.1983863937827154     0.1727068674301002
	39     0.2034476682363223     0.4744843124170575     0.2458170381721798
	40    0.09178085622573275     0.4426392657259743     0.1388433885559028
	41     0.7581386325280323     0.4409404419988099     0.5977218978173219
	42     0.9063091621220098     0.7048110734551455     0.3953757456995274
	43     0.8497461666447513     0.7170418825427696     0.1603479753458735
	44     0.6048040615794443     0.6574925628566031     0.1913482553859328
	45     0.3460929121056213    0.03609019791444462     0.6371036399008116
	46    0.07680261258881714     0.8344489670754509     0.5615807693998172
	47     0.9037702054635705     0.2111774330299376     0.4595969043463204
	48     0.1078581463830431     0.9514021909333862     0.6569432594186452
	49     0.5036415090947213     0.6243452848152092     0.9264292948007582
	50     0.1551697545020457     0.5808701902118181      0.801295034579102
	51     0.1481196529800661    0.05212845502984748     0.1486736699113482
	52      0.870712471767377     0.3933652699485675     0.2392606878867098
	53     0.1711050280887395     0.6557791071175696     0.2380299573099409
	54      0.294389436637841     0.1663498466200113      0.571433703032347
	55     0.7848524109293847     0.7025087365590441     0.2780529859110396
	56     0.9473892443774649     0.2177828851645094     0.8265444055743865
	57     0.8282835300677743     0.6594765121277685     0.5650591672405477
	58     0.5635775934900011      0.332545754116816     0.7384675809831799
	59     0.9548322724796777     0.1146071576188683    0.07496316547387717
	60     0.3854832546362075     0.9492999179479337     0.3939370206155815

	:                16                    17                    18  :=
	1       0.848863922404887     0.3199050585864194     0.3457224450783124
	2      0.8766163481267026    0.08995396669439594     0.2803234861352983
